1,1,122.3,335.1,133.3,56.89999999999998,1,1,1.0
1,2,734.6,267.0,70.0,37.69999999999999,1,1,1.0
1,3,209.0,251.3,92.89999999999998,39.099999999999966,1,1,1.0
2,1,99.04,337.4,134.86,60.400000000000034,1,1,1.0
2,2,721.82,268.6,68.88,37.69999999999999,1,1,1.0
2,3,208.98,251.32,92.95000000000002,39.129999999999995,1,1,1.0
3,1,74.0,342.1,139.8,59.799999999999955,1,1,1.0
3,2,706.3,270.4,73.70000000000005,37.700000000000045,1,1,1.0
3,3,208.95,251.34,93.00999999999999,39.16999999999999,1,1,1.0
4,1,47.4,345.3,143.4,60.69999999999999,1,1,1.0
4,2,693.18,271.6,75.72000000000003,38.799999999999955,1,1,1.0
4,3,208.93,251.36,93.07,39.19999999999999,1,1,1.0
5,1,22.8,347.9,145.79999999999998,62.400000000000034,1,1,1.0
5,2,678.7,272.9,75.59999999999991,39.900000000000034,1,1,1.0
5,3,208.91,251.38,93.11999999999998,39.23000000000002,1,1,1.0
6,1,0.45,352.6,145.65,63.599999999999966,1,1,1.0
6,2,664.3,273.8,77.40000000000009,42.099999999999966,1,1,1.0
6,3,208.89,251.41,93.17000000000002,39.26000000000002,1,1,1.0
7,1,0.0,355.2,123.4,65.69999999999999,1,1,1.0
7,2,650.2,277.1,78.5,41.299999999999955,1,1,1.0
7,3,208.86,251.43,93.22999999999996,39.29000000000002,1,1,1.0
8,1,0.0,359.3,102.0,67.39999999999998,1,1,1.0
8,2,635.6,278.5,79.5,42.0,1,1,1.0
8,3,208.84,251.45,93.28999999999999,39.329999999999984,1,1,1.0
9,1,0.0,364.8,79.0,53.80000000000001,1,1,1.0
9,2,620.6,280.3,83.0,42.89999999999998,1,1,1.0
9,3,208.82,251.47,93.34000000000003,39.359999999999985,1,1,1.0
10,1,0.0,369.4,51.0,55.0,1,1,1.0
10,2,604.8,283.3,82.70000000000005,42.89999999999998,1,1,1.0
10,3,208.79,251.49,93.4,39.389999999999986,1,1,1.0
11,1,0.0,379.4,26.8,47.900000000000034,1,1,1.0
11,2,590.7,285.0,84.29999999999995,42.80000000000001,1,1,1.0
11,3,208.77,251.51,93.45000000000002,39.43000000000001,1,1,1.0
12,2,575.5,286.9,84.5,44.200000000000045,1,1,1.0
12,3,208.75,251.53,93.5,39.46000000000001,1,1,1.0
13,2,559.42,288.8,87.28000000000009,40.30000000000001,1,1,1.0
13,3,208.73,251.55,93.56000000000003,39.49000000000001,1,1,1.0
14,2,543.91,291.0,87.29000000000008,42.25999999999999,1,1,1.0
14,3,208.7,251.57,93.62,39.53000000000003,1,1,1.0
15,2,527.71,293.4,87.49000000000001,43.57000000000005,1,1,1.0
15,3,208.68,251.59,93.67000000000002,39.559999999999974,1,1,1.0
16,2,508.28,295.7,93.12,45.400000000000034,1,1,1.0
16,3,208.66,251.62,93.72,39.589999999999975,1,1,1.0
17,2,493.58,298.0,93.13000000000005,48.420000000000016,1,1,1.0
17,3,208.64,251.64,93.78000000000003,39.620000000000005,1,1,1.0
18,2,473.91,299.7,96.38999999999993,49.60000000000002,1,1,1.0
18,3,208.61,251.66,93.83999999999997,39.650000000000006,1,1,1.0
19,2,457.6,301.82,96.89999999999998,50.94999999999999,1,1,1.0
19,3,208.59,251.68,93.89000000000001,39.69,1,1,1.0
20,2,440.71,303.0,96.90000000000003,53.5,1,1,1.0
20,3,208.57,251.7,93.94,39.72000000000003,1,1,1.0
21,2,423.98,307.2,100.91999999999996,52.400000000000034,1,1,1.0
21,3,208.54,251.72,94.01000000000002,39.75000000000003,1,1,1.0
22,2,405.85,309.8,102.34999999999997,54.099999999999966,1,1,1.0
22,3,208.52,251.74,94.05999999999997,39.789999999999964,1,1,1.0
23,2,386.8,312.7,104.69999999999999,55.5,1,1,1.0
23,3,208.5,251.76,94.11000000000001,39.81999999999999,1,1,1.0
24,2,368.1,316.73,105.12,55.5,1,1,1.0
24,3,208.48,251.78,94.16,39.849999999999994,1,1,1.0
25,2,348.74,320.4,108.86000000000001,56.30000000000001,1,1,1.0
25,3,208.45,251.81,94.22000000000003,39.879999999999995,1,1,1.0
26,2,328.8,321.6,110.80000000000001,59.299999999999955,1,1,1.0
26,3,208.43,251.83,94.27999999999997,39.91,1,1,1.0
27,2,309.44,326.2,112.45999999999998,58.900000000000034,1,1,1.0
27,3,208.41,251.85,94.33000000000001,39.95000000000002,1,1,1.0
28,2,287.91,328.8,114.88999999999999,60.599999999999966,1,1,1.0
28,3,208.38,251.87,94.38999999999999,39.98000000000002,1,1,1.0
29,2,265.9,333.9,118.80000000000001,59.10000000000002,1,1,1.0
29,3,208.36,251.89,94.44,40.00999999999999,1,1,1.0
30,2,244.06,336.1,124.63999999999999,61.89999999999998,1,1,1.0
30,3,208.34,251.91,94.49999999999997,40.04999999999998,1,1,1.0
31,2,222.37,338.3,124.43,64.39999999999998,1,1,1.0
31,3,208.32,251.93,94.55000000000001,40.079999999999984,1,1,1.0
32,2,199.61,345.8,127.78999999999996,61.69999999999999,1,1,1.0
32,3,208.29,251.95,94.60999999999999,40.110000000000014,1,1,1.0
33,2,175.2,349.38,130.2,62.420000000000016,1,1,1.0
33,3,208.27,251.97,94.56999999999996,40.150000000000006,1,1,1.0
34,2,150.8,353.7,136.5,64.40000000000003,1,1,1.0
34,3,208.25,252.0,94.52999999999997,40.170000000000016,1,1,1.0
35,2,126.25,356.39,138.25,68.00999999999999,1,1,1.0
35,3,208.22,252.02,94.51000000000002,40.21000000000001,1,1,1.0
36,2,100.26,361.06,142.61,68.5,1,1,1.0
36,3,208.2,252.04,94.47000000000003,40.23999999999998,1,1,1.0
37,2,72.66,365.74,150.94,68.30000000000001,1,1,1.0
37,3,208.18,252.06,94.43,40.26999999999998,1,1,1.0
38,2,45.78,370.2,152.42,70.10000000000002,1,1,1.0
38,3,208.16,252.08,94.39000000000001,40.309999999999974,1,1,1.0
39,2,14.57,373.94,160.93,72.99000000000001,1,1,1.0
39,3,208.13,252.1,94.36000000000001,40.34,1,1,1.0
40,2,0.05,379.9,150.54999999999998,74.02000000000004,1,1,1.0
40,3,208.11,252.12,94.32,40.370000000000005,1,1,1.0
41,2,0.0,382.6,126.4,78.19999999999999,1,1,1.0
41,3,208.09,252.14,94.28999999999999,40.410000000000025,1,1,1.0
42,2,0.0,386.2,103.7,80.0,1,1,1.0
42,3,208.07,252.16,94.25,40.440000000000026,1,1,1.0
43,2,0.0,391.9,73.2,62.30000000000001,1,1,1.0
43,3,208.04,252.18,94.22,40.46999999999997,1,1,1.0
44,2,0.0,402.3,49.4,58.69999999999999,1,1,1.0
44,3,208.02,252.21,94.17999999999998,40.49999999999997,1,1,1.0
45,2,0.0,416.6,23.6,45.099999999999966,1,1,1.0
45,3,208.0,252.23,94.37,40.53,1,1,1.0
46,3,207.97,252.25,94.55999999999997,40.56999999999999,1,1,1.0
47,3,207.95,252.27,94.75,40.599999999999994,1,1,1.0
48,3,207.93,252.29,94.26999999999998,40.630000000000024,1,1,1.0
49,3,207.91,252.31,93.78999999999999,40.670000000000016,1,1,1.0
50,3,207.91,252.38,93.98999999999998,40.660000000000025,1,1,1.0
51,3,207.91,252.44,94.19000000000003,40.670000000000016,1,1,1.0
52,3,207.91,252.51,94.39000000000001,40.660000000000025,1,1,1.0
52,4,946.2,227.62,13.799999999999955,50.579999999999984,1,1,1.0
53,3,207.91,252.57,94.59,40.670000000000016,1,1,1.0
53,4,942.8,227.62,17.200000000000045,57.98000000000002,1,1,1.0
54,3,207.91,252.64,94.56000000000003,40.660000000000025,1,1,1.0
54,4,937.8,227.62,22.200000000000045,57.98000000000002,1,1,1.0
55,3,207.91,252.7,94.53,40.670000000000016,1,1,1.0
55,4,933.8,227.1,26.200000000000045,59.599999999999994,1,1,1.0
56,3,207.91,252.77,94.50000000000003,40.66,1,1,1.0
56,4,928.0,226.1,32.0,63.400000000000006,1,1,1.0
57,3,207.91,252.83,94.47999999999999,40.66999999999999,1,1,1.0
57,4,923.3,225.1,36.700000000000045,64.4,1,1,1.0
58,3,207.91,252.9,94.45000000000002,40.66,1,1,1.0
58,4,917.4,225.1,42.60000000000002,66.1,1,1,1.0
59,3,207.91,252.96,94.41999999999999,40.66999999999999,1,1,1.0
59,4,912.6,225.1,47.39999999999998,69.6,1,1,1.0
60,3,207.91,253.03,94.39000000000001,40.66,1,1,1.0
60,4,908.0,225.1,52.0,69.50000000000003,1,1,1.0
60,5,912.08,240.18,7.919999999999959,28.79000000000002,1,1,1.0
61,3,207.91,253.09,94.35999999999999,40.66999999999999,1,1,1.0
61,4,902.8,224.87,57.200000000000045,70.19999999999999,1,1,1.0
61,5,906.08,240.66,7.419999999999959,28.789999999999992,1,1,1.0
62,3,207.91,253.16,94.33000000000001,40.66,1,1,1.0
62,4,897.9,225.1,62.10000000000002,71.79999999999998,1,1,1.0
62,5,901.28,240.66,6.220000000000027,28.789999999999992,1,1,1.0
63,3,207.91,253.22,94.29999999999998,40.66999999999999,1,1,1.0
63,4,891.7,228.1,68.29999999999995,71.79999999999998,1,1,1.0
63,5,894.33,241.38,7.169999999999959,28.79000000000002,1,1,1.0
64,3,207.91,253.29,94.28,40.66999999999999,1,1,1.0
64,4,885.9,228.1,74.10000000000002,72.79999999999998,1,1,1.0
64,5,887.45,242.63,7.759999999999991,28.79000000000002,1,1,1.0
65,3,207.91,253.35,94.25000000000003,40.66999999999999,1,1,1.0
65,4,879.8,228.1,80.20000000000005,73.50000000000003,1,1,1.0
65,5,880.57,243.88,8.349999999999909,28.79000000000002,1,1,1.0
66,3,207.91,253.42,94.22,40.66999999999999,1,1,1.0
66,4,874.9,228.1,85.10000000000002,75.1,1,1,1.0
66,5,873.69,245.14,8.93999999999994,28.79000000000002,1,1,1.0
67,3,207.91,253.49,94.19000000000003,40.65999999999997,1,1,1.0
67,4,868.1,228.1,91.89999999999998,75.1,1,1,1.0
67,5,866.81,246.39,9.530000000000086,28.79000000000002,1,1,1.0
68,3,207.91,253.55,94.16,40.670000000000016,1,1,1.0
68,4,861.7,228.1,98.29999999999995,78.79999999999998,1,1,1.0
68,5,859.94,247.64,10.11999999999989,28.79000000000002,1,1,1.0
69,3,207.91,253.62,94.13000000000002,40.65999999999997,1,1,1.0
69,4,857.3,228.1,102.70000000000005,78.79999999999998,1,1,1.0
69,5,853.06,248.9,10.710000000000036,28.789999999999992,1,1,1.0
70,3,207.91,253.68,94.1,40.670000000000016,1,1,1.0
70,4,849.2,228.1,110.79999999999995,81.50000000000003,1,1,1.0
70,5,846.18,250.15,11.300000000000068,28.789999999999992,1,1,1.0
71,3,207.91,253.75,94.08000000000001,40.660000000000025,1,1,1.0
71,4,841.5,228.1,118.5,84.20000000000002,1,1,1.0
71,5,839.3,251.4,11.8900000000001,28.789999999999992,1,1,1.0
72,3,207.91,253.81,94.04999999999998,40.670000000000016,1,1,1.0
72,4,839.6,228.1,120.39999999999998,85.79999999999998,1,1,1.0
72,5,832.42,252.65,12.480000000000018,28.789999999999992,1,1,1.0
73,3,207.91,253.88,94.02000000000001,40.660000000000025,1,1,1.0
73,4,827.2,229.0,132.79999999999995,86.89999999999998,1,1,1.0
73,5,823.43,253.56,14.740000000000009,28.810000000000002,1,1,1.0
74,3,207.91,253.94,93.98999999999998,40.670000000000016,1,1,1.0
74,4,821.3,229.5,138.70000000000005,86.60000000000002,1,1,1.0
74,5,814.43,254.47,17.0,28.830000000000013,1,1,1.0
75,3,207.91,254.01,93.96000000000001,40.660000000000025,1,1,1.0
75,4,813.5,231.3,146.5,86.39999999999998,1,1,1.0
75,5,805.43,255.37,19.270000000000095,28.860000000000014,1,1,1.0
76,3,207.91,254.07,93.92999999999998,40.670000000000016,1,1,1.0
76,4,804.5,232.4,155.5,89.1,1,1,1.0
76,5,796.83,256.28,19.629999999999995,28.880000000000052,1,1,1.0
